Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
29,0.00603818932975,6.49077034987e-09,2.38114536163e-06,1.42250308421e-05,2.83299143311e-06,0.993865069557,5.66152501518e-08,7.53089443686e-05,9.8358412564e-07,9.46311532795e-07
30,0.152844326586,1.35091970969e-07,0.0305328555358,4.64840328256e-07,9.93288368e-07,0.000442995109676,0.81617810158,1.27951499585e-07,8.478070525e-12,8.50083747414e-12
31,0.0296795191588,6.34455050538e-05,0.466214533328,0.0196773359087,6.44053997163e-06,0.256475036381,0.227849675876,3.40130521363e-05,2.27894299133e-11,2.27481613039e-10
32,0.999999993699,9.53342924116e-13,1.14997550182e-15,4.54021133681e-10,2.63031454877e-11,1.26165714826e-15,5.81672971202e-09,2.43725851453e-13,1.07892216893e-29,2.99531230543e-12
33,0.114824812997,4.84759198869e-05,8.49934219797e-06,0.00185887649398,5.40252584981e-05,0.00165160564347,0.88037178971,0.001181913134,2.69483728493e-11,1.47437533967e-09
34,0.00446148960381,6.52304969117e-09,0.154167264719,0.000584360315715,1.38829222862e-06,0.432410413615,0.0207210355428,0.00318565324671,5.28543173814e-10,0.384468387613
35,1.06371395105e-05,1.14189686853e-08,3.99519904624e-10,0.999643227344,1.06791654424e-15,0.000344512436249,1.61126155082e-06,3.39012601451e-15,7.72544297432e-19,4.47622891838e-19
36,1.20910941475e-14,0.97653179008,3.91313226791e-10,0.0234682025237,1.78890817883e-17,3.93197103351e-13,7.00503694379e-09,2.75067242359e-26,4.08224292481e-24,3.46748207876e-32
37,0.994535880442,1.05700088106e-06,5.78764272951e-05,5.74716772939e-07,3.40716647311e-06,0.00512961906981,3.89243951663e-05,0.000232600154555,1.57433187037e-12,6.06251215599e-08
38,0.999999829586,2.82277251859e-10,8.3145222745e-14,2.96164560152e-10,1.9887368359e-08,8.02566259078e-13,1.32534255181e-07,1.73903977026e-08,2.24551078562e-24,2.30822087908e-11
39,0.999999624975,2.98129312415e-07,2.26372834972e-15,9.95866854689e-13,1.89413676223e-14,1.10746027692e-12,1.93345276709e-12,7.68917217207e-08,1.08837768793e-17,1.90213720623e-14
40,0.00299231028843,0.551220933606,0.000775602616331,0.00586956574584,8.42623827114e-07,0.0294734945069,0.409667250468,1.45141569309e-10,6.8050393731e-15,4.77672208398e-14
41,0.590407873869,3.98175766865e-06,0.163632498016,5.15461736928e-06,1.10725716931e-05,0.148039721744,0.0978643787589,3.33221963333e-05,1.29230246791e-10,1.99633989845e-06
42,0.00298194502557,0.628383757262,0.368573914761,4.71472258274e-05,3.93060906646e-13,5.82512989289e-07,9.96458981754e-06,2.18269933197e-16,2.68862209659e-06,1.0510437342e-16
43,7.16714194595e-06,4.77547483956e-08,0.763662000763,3.72922179316e-07,1.06769572181e-12,0.236325406328,9.40969192481e-07,4.06411969513e-06,1.84821457522e-13,2.94571253293e-17
44,2.70361338521e-05,4.79414605709e-07,0.999957875182,3.69707721755e-10,4.06217918859e-11,3.07886031827e-06,1.14369241891e-05,7.67348491712e-09,8.54011747621e-08,3.95253531971e-14
45,0.980441202106,0.00177575778211,0.0104263256188,0.000239899421841,1.492755202e-06,0.000777308193163,0.00633783176209,1.80348044299e-07,1.33600705197e-10,1.87927467385e-09
46,0.000126489777916,0.999868593412,1.31843373966e-11,4.50000795907e-17,3.08908073378e-11,1.25355121917e-18,4.91676641436e-06,7.67126703398e-14,1.73727476059e-23,1.44612490993e-27
47,3.41723738463e-10,0.999972532624,8.41460951948e-13,7.84655617492e-11,1.17075027466e-12,1.56952417526e-19,2.74669534756e-05,4.02669737066e-24,1.95953625072e-30,1.54977023169e-40
48,0.593743230281,0.180104688691,0.222875090687,6.71844034508e-07,2.53159271716e-06,8.94237523193e-11,0.00327378557571,2.0588284616e-10,1.01622738077e-09,1.67408610517e-11
49,0.0431489119782,0.000240819586668,7.9083053298e-05,0.149704876954,5.96820159016e-05,0.806524173079,7.16307549949e-05,0.000170794692264,3.93668714202e-13,2.78849339921e-08
50,0.0404677726491,0.00167736210995,0.000928161072051,0.00539046850485,1.29585369585e-05,0.204239115208,0.747200654477,2.76349836698e-05,5.54670103075e-05,4.05447421064e-07
51,5.2426660598e-06,0.999371798759,1.94011317783e-05,2.7235731526e-09,3.12823489405e-13,0.000603554719167,1.51319187379e-13,6.11445127697e-20,1.39346901397e-16,2.25970848709e-23
52,6.61779164403e-06,6.27443780542e-14,0.531919393723,6.30949654719e-07,1.14727804476e-06,0.468071422688,7.87561113964e-07,8.58869219234e-12,4.76909155501e-16,7.06478352867e-15
53,3.76793766988e-05,8.73856581073e-08,0.00708273966782,8.23676893127e-06,2.7991211143e-09,0.347197581482,0.645673670039,1.54745641865e-11,2.45996991464e-09,4.94697443775e-12
54,0.124925036333,5.83668066788e-07,4.19238494996e-05,0.0010989136067,6.13478729701e-06,0.000932575257481,0.872964212134,3.05113337067e-05,2.1973668641e-14,1.09030369254e-07
55,1.73554567892e-12,5.50815118309e-14,0.999997355098,5.82736429891e-16,1.62717823365e-11,2.64488326614e-06,2.52847018693e-13,4.47851863899e-17,2.96217370654e-16,1.15820276162e-20
56,6.16686739064e-07,4.14302740861e-14,0.999999079548,1.00976941127e-09,2.475890975e-07,1.51085823985e-08,4.00580463273e-08,1.55597590744e-14,2.06168061165e-18,2.81431325794e-15
57,2.76059748746e-11,3.27725836332e-12,9.70254780395e-07,2.28214263206e-07,5.60476697017e-05,0.999368862571,0.000541872153967,5.06443021005e-13,3.20190751087e-05,2.95529454551e-11
58,0.994972505545,0.0050267671314,1.68210720332e-12,1.32861192144e-11,6.51918994491e-09,2.99746596527e-08,9.04485614592e-08,6.00361485103e-07,3.12031332274e-12,1.87824154601e-12
59,1.09602926306e-18,5.68698527568e-19,0.999998170629,2.37640660508e-23,1.43509972583e-13,1.82937049705e-06,7.56687608318e-18,4.7137682202e-24,1.94108845114e-19,2.23656939245e-23
60,0.749941652811,4.64131715778e-05,4.56635440446e-06,0.000105773441156,7.18609897925e-05,5.63213654797e-05,0.249773148779,2.62731721193e-07,2.44369162611e-18,3.56730226922e-10
61,0.335058004549,1.27036791164e-08,2.43271108312e-06,0.0107472587206,5.15035693454e-05,0.0208134874469,0.633314056535,1.27837762887e-05,1.51980991717e-13,4.59988149904e-07
62,0.999799718699,1.05433990816e-12,6.46134075447e-05,7.17465358391e-06,1.37903986005e-11,8.54336172579e-05,4.29829627719e-05,7.66428325221e-08,2.13797276055e-16,2.04507565075e-12
63,0.00926900200032,0.000920219551792,0.000179111929963,0.000301683366665,1.23217483476e-10,0.98906604611,0.000248921529903,1.50152904485e-05,9.800517881e-11,3.05207475063e-14
64,0.999812710848,1.00830646976e-11,0.000158029553765,1.03304421963e-07,4.34282567064e-06,7.01485192845e-06,1.37742918322e-05,4.02415283652e-06,9.64603369627e-11,6.51006764428e-11
65,9.8735181106e-05,1.27243332756e-10,0.000788373928395,0.000372711638082,7.82451659063e-10,0.998679724719,6.03883407516e-05,8.09976018999e-13,6.52823817777e-08,6.96024601791e-14
66,0.999999999488,2.52402156499e-10,2.595164223e-10,1.03304641982e-18,1.12017859134e-20,2.55274509815e-18,8.39063613866e-14,6.71043417387e-19,2.12121745055e-27,3.28936446162e-30
67,0.993928465163,2.13480533181e-06,5.43364170152e-05,3.82970906622e-07,1.07252635154e-09,0.00482055578422,0.000133568403436,0.00106044014593,5.58548144795e-08,5.93828166185e-08
68,4.22984055474e-05,0.962030547465,1.53448408609e-09,0.0171511522361,5.13565255165e-10,0.00603291385798,0.0147430859869,8.14459844009e-15,2.79530877017e-19,6.89404020737e-18
69,4.03513251765e-05,0.997914407749,2.17525609799e-05,0.000300033474823,1.38937681133e-07,0.00172021104319,3.10490829598e-06,2.58356551734e-13,1.16089681368e-14,2.97176810961e-13
70,0.904074421126,8.95603352638e-05,6.91792535114e-05,4.10927653415e-05,2.46133001529e-06,0.00291947007915,0.0921117955527,0.000692016935069,4.12713327571e-15,2.62320185518e-09
71,0.999435668846,4.62709685483e-10,8.15283278332e-14,4.27730635299e-14,1.35551271772e-10,2.65585664188e-06,1.14433803027e-09,0.000561673554575,1.12330535817e-17,1.30558794526e-13
72,0.0255118419816,4.36099263364e-05,0.444323155613,0.000189161777529,0.000120089592174,0.521166756511,0.00864525466708,1.2991832552e-07,1.08605792499e-11,1.47895193121e-12
73,0.0050612382239,2.9890064419e-09,0.000160843275544,3.5835276231e-05,1.78899897209e-09,0.994429267143,2.33441617361e-07,0.000312576598816,4.96797660238e-14,1.2624038362e-09
74,0.0101464038246,8.91609085164e-10,0.622525495082,0.000400962570078,9.78058693672e-06,0.358328504862,0.00846621535031,0.000122636516609,4.86635839978e-13,3.15488792827e-10
75,0.262511557217,1.48186806561e-07,0.708416089892,2.00413862221e-06,1.57350263095e-06,0.0282027750012,0.000740164620787,9.39113422749e-05,3.17726757589e-05,3.42303023484e-09
76,3.67332872357e-09,0.572358025529,0.42743404115,3.33799120385e-11,7.01210831095e-19,0.000207929614982,2.06505432372e-13,5.96960844877e-28,8.66051933641e-14,5.83847329647e-23
77,0.999869441425,0.000103251812418,4.04612228994e-09,2.08977437397e-07,1.28318934244e-09,1.31885807061e-05,8.0488656739e-10,1.39030684607e-05,1.37206069496e-13,1.31011000755e-12
78,5.4070276283e-10,4.94980158395e-11,0.999323594838,1.50814384994e-11,9.8342872655e-13,0.000674783136588,1.15443523563e-12,6.25557787729e-16,1.62141802377e-06,1.50956412721e-18
79,1.63943767408e-06,2.87253827291e-06,4.39029611718e-06,1.40340500497e-05,1.26994904929e-14,0.997171783494,7.38700606177e-08,2.96281327964e-18,0.0028052063142,5.07921265185e-17
80,0.0223532523509,3.19205151751e-07,9.21290313885e-06,0.018717782608,5.56385969744e-06,0.0152561422603,0.943358560263,0.000284925351969,8.55548944015e-10,1.42403428196e-05
81,3.16429016815e-08,3.62631359078e-12,0.814414018452,5.06484104592e-29,7.91092048035e-10,0.185585948995,1.15445705361e-10,3.05279375725e-30,3.37696431458e-22,1.03060197444e-15
82,0.999917087667,6.04623321676e-06,1.92462907849e-09,3.69730479481e-07,3.36997063715e-07,1.02218133098e-07,4.75266556099e-05,2.85285731355e-05,3.40568565679e-18,1.07028051899e-12
83,0.999936723171,6.2540614739e-05,2.21033465548e-15,3.16038677425e-08,7.10655185682e-10,3.38477813885e-10,7.02553026983e-07,1.56170983148e-10,5.21446443134e-22,8.5215505998e-10
84,0.356927327477,0.642226817897,4.22300544471e-11,2.40271868623e-07,2.25563517302e-08,5.60572886801e-13,7.93336808258e-10,0.00084559096205,2.00597261749e-20,2.48099516084e-21
85,6.4565238636e-10,2.09334301047e-25,0.999999999144,3.90598120928e-27,1.81954826881e-12,2.06937226411e-10,1.47838892394e-17,9.01999954652e-26,1.72319139776e-12,1.28880164696e-19
86,0.999999999738,2.53696973305e-10,4.05850275227e-13,1.82506054762e-16,6.67854862436e-17,4.62556684216e-20,9.55779975699e-13,3.88335804064e-12,1.06351202946e-12,2.47063280618e-12
87,0.00750744469518,7.93812375965e-07,1.41031810784e-12,0.991399066016,2.52056855495e-15,4.0056290434e-10,0.0010926950738,5.76578353059e-13,4.53229123694e-18,4.7918561611e-13
88,6.50738952794e-12,8.76839031867e-08,0.970822066624,2.53615416805e-17,1.02345114054e-15,0.0291777607828,8.49017391768e-08,3.65094047049e-13,4.45840432852e-14,9.04657869836e-13
89,0.0203322708005,8.49608381864e-10,0.000144823221785,0.0801410419241,2.63763291011e-13,0.899381472478,2.9810437575e-07,9.26215989835e-08,1.0846933183e-13,1.15681605975e-16
90,0.0128341749139,3.53759662222e-07,2.42196524746e-05,7.56796279624e-05,2.04265711959e-05,0.985576132049,0.00132766165827,0.000141342800854,7.18824372567e-09,1.77896493639e-09
91,0.0519726972852,4.54933652982e-07,0.000312394193451,0.0244854335563,8.43507934646e-07,0.918108336883,0.00401948251121,0.000870743044016,1.58277279885e-08,0.000229598257135
92,0.608830115024,0.00464507315746,0.163112288164,0.00228462459024,1.77442945989e-06,0.0330718130659,0.188052864463,1.44629912491e-06,3.68126994496e-10,4.38075517341e-10
93,0.998891377778,7.62021502817e-08,1.02352676571e-07,2.90690863556e-07,9.33510872979e-07,6.78378749332e-07,0.000992242451334,0.000114296992226,3.21650732424e-15,1.6426963683e-09
94,0.999999961912,3.10071784021e-08,2.24448158699e-13,2.6531327302e-15,7.61577534922e-13,1.47560092574e-15,6.64471713234e-09,4.34992341055e-10,6.40127920548e-28,7.58528520726e-15
95,0.858002444316,2.48492567752e-05,5.49573344801e-06,0.000151996315444,0.00010268088762,2.57606631932e-06,0.141706621074,3.32808771115e-06,6.45914470114e-11,8.19825231949e-09
96,0.961019016361,5.38154217722e-06,0.0128025690964,0.000336470190865,4.96268659775e-06,0.0176089484478,0.00661153398136,0.00161096931477,2.13054452269e-11,1.48357612071e-07
97,3.35084710173e-11,9.10402513245e-15,8.97280339945e-05,1.90259596495e-08,1.56255151274e-07,0.999910062732,3.32256454763e-08,2.00126756353e-10,4.93875800089e-10,4.00569526607e-17
98,0.000124596486717,1.62500967645e-07,0.991024545214,7.75204736396e-05,3.1873188666e-13,0.00641746133579,0.00235570589637,8.09202664187e-09,6.59607995713e-17,8.07083477448e-17
99,0.000960424082307,0.580288390166,0.388451335293,0.000314206015583,9.94129887921e-07,0.000409490683059,0.0295751594279,1.94415361983e-10,7.88194424153e-12,7.19286135334e-17
100,6.39371134688e-06,1.07482409291e-11,0.676615835739,6.36338130853e-05,5.006655555e-06,0.323291673022,1.17248893122e-06,1.53044676317e-05,9.79354549341e-07,7.37773116803e-10
101,0.995503861594,2.82500674132e-09,4.87013723206e-12,3.16203082619e-14,0.00449401696459,7.14508606156e-07,4.68467257502e-08,6.02598798297e-11,1.92304798394e-18,1.3571959074e-06
102,0.000208208737796,3.99619087898e-08,3.48491779986e-05,0.864816802629,8.3150040311e-08,0.000800652334588,0.134139182632,1.81314065313e-07,2.50759139339e-16,6.27262965242e-11
103,0.000309262731064,1.62736784451e-09,0.575958231436,0.0575565383854,3.26930641504e-06,0.00607502719065,3.26625553807e-10,0.00116257270951,0.358934840041,2.5624632406e-07
104,0.618052250703,2.49815294834e-08,0.00302499195404,0.000165033187275,4.7186737538e-07,0.270231009635,0.108519578821,6.15387876584e-06,2.39923813127e-11,4.84948483996e-07
105,0.00869181643408,2.25243645558e-05,2.85885785276e-21,0.991285659201,4.12222088439e-18,7.37632898114e-28,1.05728064428e-27,3.47181796561e-34,1.00010739809e-33,4.84608169225e-52
106,0.915062194631,0.0823094884549,1.45548956247e-07,0.000101042887129,1.23262358945e-06,0.00250535771812,6.29830455518e-07,1.99059820401e-05,1.91456962591e-12,2.32218532678e-09
107,0.785425652608,1.6730217489e-08,0.00131831477342,1.69728381316e-05,1.2889758507e-06,0.000784095164339,0.212450247966,3.41050727263e-06,7.11592831956e-14,4.37208360222e-10
108,0.999999993415,5.31293677762e-11,1.93036116732e-19,2.15618422041e-16,2.70720271328e-17,1.02970057812e-18,6.52445892116e-09,6.72561150708e-12,2.65366622886e-24,2.68379083998e-13
109,1.05125644355e-07,0.993670269962,4.33268673616e-06,0.00464956821049,1.66206248558e-05,5.31313510014e-06,0.00165378983598,6.92051942495e-12,4.12001760521e-10,3.01220541335e-16
110,0.999978302967,6.32089370776e-13,2.25358979809e-08,2.14217249715e-10,7.37087683498e-06,8.49170022138e-07,8.33553957827e-06,5.11869625816e-06,1.72871811836e-19,3.80544230514e-18
111,9.02492017262e-10,2.5913474953e-10,0.999999853768,1.19428975465e-11,1.86379094009e-16,1.40739526868e-07,2.5299734534e-11,1.00567273612e-10,4.19320646899e-09,6.42290194511e-18
112,1.89232138334e-10,4.97733154881e-05,0.999711247716,6.37226739157e-12,1.13495746128e-11,0.000237690186652,1.28857447843e-06,2.88626047389e-20,9.65405152136e-15,1.98828315638e-24
113,0.558043507117,0.0039510063121,0.42931408191,1.86608641843e-06,1.41450096922e-06,0.00867781391873,7.25398365448e-06,3.03190769325e-06,2.42457818333e-08,1.74593091235e-11
114,0.996531254173,2.27338401004e-05,2.06532022453e-05,6.00377828601e-06,2.68882288403e-06,0.000622945696484,4.17453795073e-05,0.00275196042691,3.76998950071e-14,1.46801648654e-08
115,0.999999289011,4.03579176609e-07,8.98226812434e-17,7.65832074148e-14,8.5155912986e-13,4.5457505449e-13,2.07705118715e-14,3.07408875996e-07,1.7929342112e-17,4.04329476039e-16
116,0.00121590201525,3.16387025068e-07,0.0141193421718,0.000134841523166,4.49317918096e-09,0.984524787794,4.89883934872e-07,1.23599415163e-06,3.07919669224e-06,5.41059313041e-10
117,0.999999387012,1.30232524846e-08,9.42381223861e-10,6.40192917628e-15,7.13527289472e-11,1.3960337274e-07,4.59184906287e-07,1.63183306968e-10,5.55614845554e-20,2.83984526562e-18
118,0.99999812745,4.44401656913e-09,8.47130098474e-13,3.38089670081e-12,4.02751443242e-07,8.53881832723e-07,3.70617443898e-08,1.04157183717e-11,4.99461312581e-14,5.74396088048e-07
119,0.998043693988,2.87649060335e-09,3.3845051605e-07,1.20608360269e-09,3.00803476044e-09,2.92686648794e-07,0.00195290822488,6.7361794869e-08,4.33811967555e-17,2.69219749287e-06
120,0.979039198448,2.54608792306e-06,0.0207797771491,3.00126739397e-07,3.54548148243e-08,0.000127328490202,5.02667619255e-05,5.4562679013e-07,6.52045434698e-16,1.85482534548e-09
121,0.956614859063,0.00649355332435,0.0356124664481,6.63552523267e-06,9.98684756711e-05,0.000958905360963,4.56027948742e-06,0.000207156984657,1.97830806068e-06,1.62309856569e-08
122,0.99999999841,5.45173823548e-11,5.44643988772e-21,9.68427120299e-15,1.42887294348e-10,4.68922653649e-21,8.12905946839e-10,4.31357373352e-17,1.44703360289e-32,5.80159207087e-10
123,0.133921043072,0.125076397898,0.000309915898284,0.191380581207,1.73409799912e-05,0.549271726978,2.21263210829e-05,1.36625894324e-10,8.67412430025e-07,9.59535098909e-11
124,0.999889051335,7.40325300077e-10,5.81967882121e-12,7.8478657338e-09,4.31592620093e-11,1.04163875213e-10,0.000110927764569,9.64643725822e-09,1.71055857003e-16,2.51224253867e-09
125,2.14370602433e-08,7.11628228032e-12,0.999999621144,3.95814113177e-13,1.09826361831e-08,3.46286216772e-07,1.42557951289e-10,6.05119198192e-14,2.10810914551e-15,5.16569324648e-16
126,1.48353949978e-06,1.14876692989e-06,0.298008516261,6.43156644466e-07,8.17757426207e-13,0.701987996702,2.11548608232e-07,3.55552772222e-15,2.49327543914e-11,3.04872114124e-20
127,0.960331650737,2.54038921455e-06,3.96924289492e-06,4.27589159773e-06,1.93797355036e-07,0.00197315705347,0.0357308608233,0.0017727446346,0.000180085484314,5.21946328591e-07
128,0.999999964621,2.03772223207e-09,2.43301330922e-08,1.54021734592e-10,5.03595912985e-10,3.89395755576e-11,4.3837994352e-09,1.0235855539e-11,2.85887220021e-22,3.92016541603e-09
129,1.0718192594e-07,3.75883935817e-08,0.000157797518192,0.000208442534675,4.21764778562e-08,0.999633572982,6.35016695521e-15,3.27277679888e-19,1.84726279673e-11,3.99588433781e-17
130,2.53030140083e-09,0.999999997382,1.14435777292e-32,1.03255167348e-27,1.80111396295e-19,8.79277458559e-11,1.86362367648e-18,4.64016715866e-32,2.66239662688e-45,1.86673076961e-50
131,3.62603149098e-06,9.13939355577e-08,0.698521441615,1.0758378581e-07,6.46787722555e-06,0.285774615853,0.0156936457105,1.01292649127e-09,2.92177916267e-09,1.12269144572e-13
132,0.978364086989,7.71205616802e-09,3.55689742412e-08,1.70984016369e-08,1.13462905031e-05,0.00853020425267,0.00288056453601,0.0102137282177,6.39272989959e-09,2.94183659572e-09
133,0.0599193190869,1.21833429066e-06,0.0176831453475,0.0059575223105,0.886510035326,0.0156788951402,0.00173854642768,0.000108459359705,9.46080419686e-14,0.0124028586675
134,2.14676558303e-06,3.20871379092e-12,4.38890153564e-06,4.54368459892e-08,1.00487397959e-07,0.99997602333,1.16322138285e-08,1.53753413277e-11,1.72834281719e-05,1.08488992277e-13
135,0.444608766399,1.51533095891e-11,0.000435066623372,5.21589023242e-08,6.99146888153e-09,0.554956107498,3.14444858207e-10,2.08888453331e-14,2.35904618901e-22,4.46352985562e-20
136,0.000559249830949,4.3419233417e-06,7.54257430121e-10,0.761661790203,1.05269593939e-06,0.237773051767,5.10712468292e-07,2.60061201913e-10,1.85316807172e-09,1.06225671766e-14
137,1.46299891171e-05,1.20116222913e-11,1.24086819347e-05,4.27645437479e-05,4.76376158043e-12,0.999196483753,1.38920155252e-11,1.04082509953e-09,0.000733711960668,2.67065818401e-17
138,2.24475652007e-07,8.54449452514e-21,0.999964156466,4.0878372888e-15,1.03991445911e-06,3.45769743489e-05,2.16932147296e-09,1.10308968862e-25,3.13300495747e-16,2.79805551785e-21
139,3.51815893377e-06,2.63728914794e-10,0.99995864297,3.8920854034e-07,3.79287431799e-10,3.61635208699e-05,1.28537554504e-06,8.53272343417e-11,3.78040202328e-11,1.05343984841e-16
140,0.98025732489,5.51414267137e-06,0.0191041972356,0.000195090176697,1.66774884651e-08,0.000253073118586,0.000184738758161,1.26147301567e-08,3.23837472095e-08,2.09560972136e-12
141,0.887668296911,1.45046805744e-05,0.00110255504193,2.52824455542e-05,6.43887570894e-05,0.110635563647,3.675020679e-05,0.00045263974329,1.73685400232e-08,1.19788973893e-09
142,0.999999996331,3.61418022237e-09,3.92405869431e-15,2.4808378234e-15,3.25791780153e-17,3.67507407113e-19,1.61846613694e-14,5.47153576669e-11,3.0064692466e-15,3.45144578525e-17
143,6.60516902619e-06,2.26505656431e-06,0.999989686363,1.52152816969e-09,1.97206662891e-11,2.68728892257e-07,1.1731116366e-06,1.86295127864e-11,1.12608266949e-11,3.39041497861e-21
144,0.999989214108,7.50650747553e-11,2.37658524888e-13,1.55257557693e-12,1.90374097247e-09,1.03169063284e-07,4.26562088757e-09,1.06764763553e-05,3.29701730549e-15,9.54263976241e-15
145,2.49290544341e-05,4.1629680215e-12,0.000292516703104,4.96372913991e-05,2.86243614817e-10,0.999070108003,0.000562808607815,4.96903190918e-11,1.47058454438e-15,2.32089583959e-13
146,0.959885571342,0.000181380298738,0.0152724593006,4.39462977223e-06,0.000345731016095,0.000937486662665,0.000559050486946,0.0227724073648,4.11020534617e-05,4.16844603598e-07
147,0.513194003046,1.78843948452e-05,3.39483451946e-05,0.000481224401929,9.80468042927e-06,0.000170541088766,0.486091953808,6.35692029369e-07,4.23135408526e-11,4.50056275854e-09
